,Knife-Expert:KnifeBlade-Base,,,Knife-Expert:KnifeBlade-Middle,,,Knife-Expert:KnifeBlade-Top,,,HR-Expert:HoningRod-Handle1,,,HR-Expert:HoningRod-Handle2,,,HR-Expert:HoningRod-Handle3,,,HR-Expert:HoningRod-Handle4,,
Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
82,-60.164,92.2388,132.258,-48.3885,32.2277,123.306,-55.8239,73.46,121.978,-3.16581,-27.0634,331.376,-4.94339,-23.849,396.08,-1.49003,-32.7548,362.854,9.52646,-10.7495,426.256
83,-59.4263,92.4732,132.214,-47.0148,32.3829,123.18,-54.5278,73.6273,121.816,-3.12408,-26.9487,331.38,-4.90931,-23.7444,396.101,-1.47917,-32.6693,362.876,9.57198,-10.6519,426.247
84,-58.0214,92.7289,131.979,-45.7252,32.8361,122.986,-53.6385,73.8763,121.841,-3.07582,-26.8394,331.408,-4.89823,-23.6269,396.148,-1.47002,-32.5893,362.908,9.63312,-10.5422,426.251
85,-58.0982,92.9206,132.099,-44.8911,33.1504,122.941,-52.879,74.1787,121.815,-3.01195,-26.7227,331.429,-4.87325,-23.5042,396.182,-1.45309,-32.4976,362.938,9.67735,-10.4185,426.25
86,-57.3451,93.258,132.126,-44.2924,33.3526,122.926,-52.4276,74.3496,121.801,-2.94732,-26.6104,331.467,-4.84735,-23.3778,396.227,-1.43175,-32.4134,362.954,9.74583,-10.2605,426.237
87,-56.8026,93.4479,132.097,-43.677,33.5915,122.862,-51.9084,74.5511,121.702,-2.89964,-26.4821,331.481,-4.83362,-23.2195,396.262,-1.40847,-32.3006,362.982,9.80316,-10.0719,426.217
88,-56.162,93.6886,132.048,-42.786,33.918,122.702,-52.0946,74.8825,121.915,-2.85944,-26.3607,331.485,-4.8114,-23.0718,396.284,-1.38018,-32.1755,362.992,9.8325,-9.90657,426.219
89,-55.8712,93.7934,132.031,-42.3154,34.0942,122.755,-50.7255,75.1156,121.688,-2.82078,-26.245,331.503,-4.79646,-22.9271,396.31,-1.33269,-32.0254,362.979,9.8318,-9.73932,426.212
90,-55.4273,93.9978,131.967,-41.6835,34.2554,122.631,-50.7258,75.4386,121.816,-2.78623,-26.1445,331.52,-4.77881,-22.7881,396.334,-1.2866,-31.8639,362.96,9.86026,-9.5248,426.205
91,-55.0231,94.1612,131.833,-40.973,34.5049,122.457,-49.3358,75.668,121.499,-2.76305,-26.0437,331.533,-4.75509,-22.6397,396.347,-1.24363,-31.7095,362.934,9.84164,-9.38969,426.222
92,-54.4905,94.451,131.705,-40.4722,34.7533,122.43,-49.4058,75.8576,121.55,-2.733,-25.9449,331.524,-4.72827,-22.4974,396.333,-1.20506,-31.5654,362.902,9.84285,-9.24444,426.251
93,-54.1328,94.7547,131.678,-39.9578,34.9399,122.331,-49.4641,75.9905,121.635,-2.71177,-25.8441,331.522,-4.68398,-22.364,396.327,-1.13493,-31.4216,362.873,9.86812,-9.09319,426.274
94,-53.4729,94.8405,131.472,-39.0886,35.1611,122.047,-48.1058,76.1173,121.213,-2.67007,-25.738,331.503,-4.6574,-22.2491,396.33,-1.06663,-31.3039,362.848,9.91232,-8.97985,426.294
95,-53.0477,94.969,131.346,-38.6096,35.3627,121.958,-47.6423,76.3386,121.051,-2.62477,-25.634,331.479,-4.62651,-22.1389,396.342,-1.01014,-31.2075,362.845,9.97906,-8.8576,426.309
96,-52.7341,95.09,131.204,-38.2865,35.5283,121.915,-48.1727,76.5827,121.167,-2.58761,-25.5465,331.478,-4.59187,-22.0417,396.353,-0.968384,-31.1326,362.853,10.024,-8.75878,426.321
97,-52.0346,95.3322,131.113,-38.0004,35.671,121.878,-47.7988,76.6638,121.054,-2.55711,-25.4484,331.466,-4.56778,-21.9673,396.353,-0.927707,-31.0532,362.879,10.0617,-8.68442,426.325
98,-52.0219,95.4477,130.977,-37.6945,35.7957,121.86,-47.2101,76.5695,121.02,-2.53042,-25.3635,331.466,-4.54268,-21.8775,396.355,-0.880268,-30.9622,362.907,10.0976,-8.59985,426.316
99,-51.7562,95.6134,130.82,-37.4021,35.9083,121.766,-47.5884,76.6762,121.194,-2.50422,-25.2722,331.453,-4.51874,-21.7972,396.36,-0.866075,-30.8686,362.93,10.1147,-8.50785,426.323
100,-51.4754,95.8113,130.798,-37.0892,36.0317,121.619,-46.9212,76.995,120.726,-2.48621,-25.1896,331.459,-4.50308,-21.7217,396.372,-0.852763,-30.7768,362.935,10.1376,-8.41356,426.326
101,-51.3194,95.9527,130.701,-36.7946,36.1493,121.506,-46.6607,77.1245,120.634,-2.48413,-25.1085,331.455,-4.4905,-21.6205,396.384,-0.830895,-30.6809,362.95,10.1721,-8.29103,426.334
102,-51.1527,96.0409,130.654,-36.489,36.2566,121.386,-46.7039,77.293,120.751,-2.48893,-25.0196,331.456,-4.48958,-21.5157,396.404,-0.829142,-30.5761,362.97,10.2018,-8.1622,426.331
103,-50.7757,96.0994,130.58,-36.2247,36.3844,121.283,-45.255,77.3397,120.278,-2.50376,-24.9278,331.464,-4.48401,-21.4188,396.415,-0.846564,-30.4789,362.979,10.198,-8.01168,426.327
104,-50.531,96.1768,130.554,-35.9335,36.5518,121.186,-44.961,77.504,120.225,-2.52215,-24.8311,331.474,-4.48822,-21.3167,396.432,-0.872001,-30.3885,362.992,10.2048,-7.86088,426.303
105,-50.4593,96.2425,130.559,-35.7114,36.6769,121.106,-44.6471,77.6834,120.14,-2.56643,-24.7106,331.476,-4.52954,-21.2177,396.469,-0.915854,-30.2886,363.008,10.1823,-7.70399,426.298
106,-50.3952,96.2958,130.553,-35.6342,36.7831,121.067,-45.0646,77.8926,120.266,-2.61917,-24.5993,331.5,-4.56591,-21.1048,396.473,-0.982694,-30.1792,363.035,10.1615,-7.50857,426.27
107,-50.3902,96.3291,130.558,-35.6431,36.8294,121.04,-44.8289,77.9476,120.164,-2.6969,-24.4825,331.518,-4.61271,-20.9779,396.466,-1.07627,-30.0605,363.062,10.1071,-7.36659,426.261
108,-50.4611,96.3543,130.589,-35.7876,36.8508,121.048,-44.6084,77.9314,120.13,-2.76907,-24.3885,331.567,-4.65727,-20.7981,396.47,-1.15857,-29.9513,363.096,10.1012,-7.21255,426.212
